001	00	1011 1011	0	00	0001 0010
111	01	0110 1010	1	01	0110 1010
111	01	0110 1010	0	01	0110 1010
110	01	0000 1111	1	01	0010 0110
110	01	0000 1111	0	01	0010 0110
001	01	1101 1000	1	01	1110 1010
001	01	1101 1000	0	01	1110 1010
101	00	0001 1011	1	00	0000 0000
101	00	0001 1011	0	00	0000 0000
100	10	1011 1001	1	11	0101 1010
100	10	1011 1001	0	11	0101 1010
000	10	1001 1101	1	11	0000 0000
000	10	1001 1101	0	11	0000 0000
011	00	0101 1001	1	00	0100 1101
011	00	0101 1001	0	00	0100 1101
010	01	1000 1010	1	10	1110 1000
010	01	1000 1010	0	10	1110 1000
100	00	1001 1100	1	00	0101 1010
100	00	1001 1100	0	00	0101 1010
110	10	1001 0101	1	11	0010 0110
110	10	1001 0101	0	11	0010 0110
111	10	1100 0011	1	11	0110 1010
111	10	1100 0011	0	11	0110 1010
001	00	1100 1110	1	00	1110 1010
001	00	1100 1110	0	00	1110 1010
001	00	1111 1100	1	00	1110 1010
001	00	1111 1100	0	00	1110 1010
001	00	1100 0111	1	00	1110 1010
001	00	1100 0111	0	00	1110 1010
101	00	0100 0010	1	00	0000 0000
101	00	0100 0010	0	00	0000 0000
100	00	1101 0001	1	00	0101 1010
100	00	1101 0001	0	00	0101 1010
010	01	0001 0110	1	01	1111 1110
010	01	0001 0110	0	01	1111 1110
001	01	1100 0110	1	10	1110 1010
001	01	1100 0110	0	10	1110 1010
111	00	0111 0110	1	00	0110 1010
111	00	0111 0110	0	00	0110 1010
100	00	1110 0001	1	00	0101 1010
100	00	1110 0001	0	00	0101 1010
000	00	1011 1011	1	00	0000 0000
000	00	1011 1011	0	00	0000 0000
011	01	0010 1011	1	01	0111 1000
011	01	0010 1011	0	01	0111 1000
000	10	1011 0010	1	11	0000 0000
000	10	1011 0010	0	11	0000 0000
001	00	1111 0001	1	00	1110 1010
001	00	1111 0001	0	00	1110 1010
000	00	1001 0010	1	00	0000 0000
000	00	1001 0010	0	00	0000 0000
111	00	1101 0010	1	00	0110 1010
111	00	1101 0010	0	00	0110 1010
010	10	0011 1101	1	01	1100 0001
010	10	0011 1101	0	01	1100 0001
011	01	1101 0111	1	10	0111 1000
011	01	1101 0111	0	10	0111 1000
110	10	0101 0010	1	11	0010 0110
110	10	0101 0010	0	11	0010 0110
110	01	0001 1100	1	01	0100 0010
110	01	0001 1100	0	01	0100 0010
101	00	1001 0001	1	00	0000 0000
101	00	1001 0001	0	00	0000 0000
010	00	1000 1101	1	00	1100 0001
010	00	1000 1101	0	00	1100 0001
110	10	0000 1010	1	01	0011 1000
110	10	0000 1010	0	01	0011 1000
000	10	0010 1101	1	11	0000 0000
000	10	0010 1101	0	11	0000 0000
000	00	1010 0000	1	00	0000 0000
000	00	1010 0000	0	00	0000 0000
111	00	0111 0010	1	00	0110 1010
111	00	0111 0010	0	00	0110 1010
101	00	0101 1010	1	00	0000 0000
101	00	0101 1010	0	00	0000 0000
010	10	0010 1101	1	01	1001 0100
010	10	0010 1101	0	01	1001 0100
000	00	0000 1011	1	00	0000 0000
000	00	0000 1011	0	00	0000 0000
111	00	1000 0111	1	00	0110 1010
111	00	1000 0111	0	00	0110 1010
110	10	1011 1001	1	11	0011 1000
110	10	1011 1001	0	11	0011 1000
000	10	1000 1000	1	11	0000 0000
000	10	1000 1000	0	11	0000 0000
010	00	0110 1001	1	00	1001 0100
010	00	0110 1001	0	00	1001 0100
111	00	1011 0011	1	00	0110 1010
111	00	1011 0011	0	00	0110 1010
101	10	1010 1110	1	11	0000 0000
101	10	1010 1110	0	11	0000 0000
111	00	0010 1110	1	00	0110 1010
111	00	0010 1110	0	00	0110 1010
100	00	1000 1000	1	00	0101 1010
100	00	1000 1000	0	00	0101 1010
110	01	0000 0000	1	01	0011 1000
110	01	0000 0000	0	01	0011 1000
101	01	0001 1000	1	01	0001 1000
101	01	0001 1000	0	01	0001 1000
110	10	1101 0101	1	11	0011 1000
110	10	1101 0101	0	11	0011 1000
000	10	1010 0100	1	11	0000 0000
000	10	1010 0100	0	11	0000 0000
001	10	1101 1100	1	01	0000 1110
001	10	1101 1100	0	01	0000 1110
110	00	0110 0111	1	00	0011 1000
110	00	0110 0111	0	00	0011 1000
111	00	0011 0011	1	00	0110 1010
111	00	0011 0011	0	00	0110 1010
011	10	1011 0010	1	11	0111 1000
011	10	1011 0010	0	11	0111 1000
110	00	0101 1010	1	00	0011 1000
110	00	0101 1010	0	00	0011 1000
100	00	1110 0001	1	00	0101 1010
100	00	1110 0001	0	00	0101 1010
100	01	0100 0101	1	01	1001 1111
100	01	0100 0101	0	01	1001 1111
101	01	1001 1010	1	01	1011 0010
101	01	1001 1010	0	01	1011 0010
100	00	0111 0000	1	00	1001 1111
100	00	0111 0000	0	00	1001 1111
001	01	1101 1111	1	01	1110 1101
001	01	1101 1111	0	01	1110 1101
000	01	1000 1100	1	01	1000 1100
000	01	1000 1100	0	01	1000 1100
101	00	0111 0101	1	00	1011 0010
101	00	0111 0101	0	00	1011 0010
111	00	0011 1001	1	00	0110 1010
111	00	0011 1001	0	00	0110 1010
100	00	0000 1111	1	00	1001 1111
100	00	0000 1111	0	00	1001 1111
000	00	0100 1100	1	00	1000 1100
000	00	0100 1100	0	00	1000 1100
100	10	1101 0100	1	11	1001 1111
100	10	1101 0100	0	11	1001 1111
100	10	0011 0001	1	01	0110 1110
100	10	0011 0001	0	01	0110 1110
110	01	1011 0001	1	01	1110 1001
110	01	1011 0001	0	01	1110 1001
101	01	1100 1101	1	10	1011 0010
101	01	1100 1101	0	10	1011 0010
101	00	1111 1001	1	00	1011 0010
101	00	1111 1001	0	00	1011 0010
001	00	0111 1100	1	00	1110 1101
001	00	0111 1100	0	00	1110 1101
001	01	1101 1011	1	10	1110 1101
001	01	1101 1011	0	10	1110 1101
111	10	1001 1011	1	11	0110 1010
111	10	1001 1011	0	11	0110 1010
100	00	0001 1101	1	00	0110 1110
100	00	0001 1101	0	00	0110 1110
001	10	0010 0000	1	01	1100 1101
001	10	0010 0000	0	01	1100 1101
001	00	1011 0110	1	00	1100 1101
001	00	1011 0110	0	00	1100 1101
010	00	1100 0111	1	00	1001 0100
010	00	1100 0111	0	00	1001 0100
110	00	1010 1010	1	00	1110 1001
110	00	1010 1010	0	00	1110 1001
110	01	0100 1000	1	10	1110 1001
110	01	0100 1000	0	10	1110 1001
000	00	1011 1111	1	00	1000 1100
000	00	1011 1111	0	00	1000 1100
001	00	0010 0100	1	00	1100 1101
001	00	0010 0100	0	00	1100 1101
100	10	0111 1111	1	11	0110 1110
100	10	0111 1111	0	11	0110 1110
100	00	1000 0000	1	00	0110 1110
100	00	1000 0000	0	00	0110 1110
001	01	0000 1000	1	01	1101 0101
001	01	0000 1000	0	01	1101 0101
110	00	1000 1100	1	00	1110 1001
110	00	1000 1100	0	00	1110 1001
001	01	0011 0000	1	10	1101 0101
001	01	0011 0000	0	10	1101 0101
100	00	1111 1101	1	00	0110 1110
100	00	1111 1101	0	00	0110 1110
100	00	0111 0110	1	00	0110 1110
100	00	0111 0110	0	00	0110 1110
000	01	0001 1001	1	01	1010 0101
000	01	0001 1001	0	01	1010 0101
101	10	0100 0100	1	01	0110 1110
101	10	0100 0100	0	01	0110 1110
110	00	1101 0011	1	00	1110 1001
110	00	1101 0011	0	00	1110 1001
100	00	0000 0001	1	00	0110 1110
100	00	0000 0001	0	00	0110 1110
011	01	0110 1110	1	01	1110 0110
011	01	0110 1110	0	01	1110 0110
101	00	0111 0110	1	00	0110 1110
101	00	0111 0110	0	00	0110 1110
010	01	0011 1101	1	01	1101 0001
010	01	0011 1101	0	01	1101 0001
111	10	1111 1000	1	11	0110 1010
111	10	1111 1000	0	11	0110 1010
001	00	1110 1100	1	00	1101 0101
001	00	1110 1100	0	00	1101 0101
101	10	1111 0101	1	11	0110 1110
101	10	1111 0101	0	11	0110 1110
101	00	1101 1010	1	00	0110 1110
101	00	1101 1010	0	00	0110 1110
110	00	0011 1100	1	00	1110 1001
110	00	0011 1100	0	00	1110 1001
000	01	1111 1110	1	10	1010 0101
000	01	1111 1110	0	10	1010 0101
100	00	1010 0101	1	00	0110 1110
100	00	1010 0101	0	00	0110 1110
100	01	1110 1011	1	10	0110 1110
100	01	1110 1011	0	10	0110 1110
110	00	1000 0010	1	00	1110 1001
110	00	1000 0010	0	00	1110 1001
100	00	0101 0000	1	00	0110 1110
100	00	0101 0000	0	00	0110 1110
101	00	0101 1110	1	00	0110 1110
101	00	0101 1110	0	00	0110 1110
100	00	1001 0111	1	00	0110 1110
100	00	1001 0111	0	00	0110 1110
001	10	1001 0010	1	01	0100 0011
001	10	1001 0010	0	01	0100 0011
110	10	0001 0000	1	01	1101 1001
110	10	0001 0000	0	01	1101 1001
111	00	0010 1001	1	00	0110 1010
111	00	0010 1001	0	00	0110 1010
101	01	0010 1001	1	01	1001 0111
101	01	0010 1001	0	01	1001 0111
000	10	1000 1011	1	01	0001 1010
000	10	1000 1011	0	01	0001 1010
111	00	0011 0101	1	00	0110 1010
111	00	0011 0101	0	00	0110 1010
010	01	1000 0111	1	10	1101 0001
010	01	1000 0111	0	10	1101 0001
101	10	0100 1101	1	01	0100 1010
101	10	0100 1101	0	01	0100 1010
001	01	0001 1110	1	01	0110 0001
001	01	0001 1110	0	01	0110 0001
111	10	1011 0101	1	11	0110 1010
111	10	1011 0101	0	11	0110 1010
010	00	1010 1010	1	00	1101 0001
010	00	1010 1010	0	00	1101 0001
111	00	0101 1000	1	00	0110 1010
111	00	0101 1000	0	00	0110 1010
001	01	1100 1111	1	10	0110 0001
001	01	1100 1111	0	10	0110 0001
100	00	1100 1110	1	00	0110 1110
100	00	1100 1110	0	00	0110 1110
101	10	1011 1011	1	11	0100 1010
101	10	1011 1011	0	11	0100 1010
101	10	0111 1110	1	11	0100 1010
101	10	0111 1110	0	11	0100 1010
001	00	0011 1000	1	00	0110 0001
001	00	0011 1000	0	00	0110 0001
010	01	0100 0000	1	10	1101 0001
010	01	0100 0000	0	10	1101 0001
000	01	0001 0011	1	01	0010 1101
000	01	0001 0011	0	01	0010 1101
001	00	0001 1010	1	00	0110 0001
001	00	0001 1010	0	00	0110 0001
101	00	0100 0111	1	00	0100 1010
101	00	0100 0111	0	00	0100 1010
011	01	1000 1110	1	10	1110 0110
011	01	1000 1110	0	10	1110 0110
001	00	1000 0011	1	00	0110 0001
001	00	1000 0011	0	00	0110 0001
011	00	1110 1011	1	00	1110 0110
011	00	1110 1011	0	00	1110 0110
100	01	0111 1101	1	01	1110 1011
100	01	0111 1101	0	01	1110 1011
010	00	0100 0001	1	00	1101 0001
010	00	0100 0001	0	00	1101 0001
011	00	1000 1110	1	00	1110 0110
011	00	1000 1110	0	00	1110 0110
101	01	0101 0011	1	01	1001 1101
101	01	0101 0011	0	01	1001 1101
000	10	0010 1110	1	11	0010 1101
000	10	0010 1110	0	11	0010 1101
001	01	0010 0101	1	01	1000 0110
001	01	0010 0101	0	01	1000 0110
010	00	1010 1011	1	00	1101 0001
010	00	1010 1011	0	00	1101 0001
101	00	1001 0111	1	00	1001 1101
101	00	1001 0111	0	00	1001 1101
000	01	1100 0100	1	01	1111 0001
000	01	1100 0100	0	01	1111 0001
101	10	1000 1011	1	01	0001 0010
101	10	1000 1011	0	01	0001 0010
101	10	1000 0101	1	11	0001 0010
101	10	1000 0101	0	11	0001 0010
011	01	0010 0010	1	10	1110 0110
011	01	0010 0010	0	10	1110 0110
100	00	1111 1100	1	00	1110 1011
100	00	1111 1100	0	00	1110 1011
101	00	1000 0111	1	00	0001 0010
101	00	1000 0111	0	00	0001 0010
000	10	0011 1011	1	01	1011 0110
000	10	0011 1011	0	01	1011 0110
000	00	1100 0011	1	00	1011 0110
000	00	1100 0011	0	00	1011 0110
101	00	0010 1001	1	00	0001 0010
101	00	0010 1001	0	00	0001 0010
001	01	0011 0000	1	01	1011 0110
001	01	0011 0000	0	01	1011 0110
110	00	1010 0010	1	00	1101 1001
110	00	1010 0010	0	00	1101 1001
100	00	1110 1100	1	00	1110 1011
100	00	1110 1100	0	00	1110 1011
101	00	0110 1110	1	00	0001 0010
101	00	0110 1110	0	00	0001 0010
011	01	1110 0100	1	10	1110 0110
011	01	1110 0100	0	10	1110 0110
000	01	0111 1111	1	10	1011 0110
000	01	0111 1111	0	10	1011 0110
001	00	1111 0010	1	00	1011 0110
001	00	1111 0010	0	00	1011 0110
110	10	0000 0101	1	01	1101 0100
110	10	0000 0101	0	01	1101 0100
000	01	1000 0011	1	10	1011 0110
000	01	1000 0011	0	10	1011 0110
011	00	1100 1110	1	00	1110 0110
011	00	1100 1110	0	00	1110 0110
110	01	0101 0001	1	10	1101 0100
110	01	0101 0001	0	10	1101 0100
010	01	0111 1011	1	10	1101 0001
010	01	0111 1011	0	10	1101 0001
001	01	1011 0000	1	10	1011 0110
001	01	1011 0000	0	10	1011 0110
111	10	1111 1111	1	11	0110 1010
111	10	1111 1111	0	11	0110 1010
010	00	1110 0110	1	00	1101 0001
010	00	1110 0110	0	00	1101 0001
000	00	1111 0010	1	00	1011 0110
000	00	1111 0010	0	00	1011 0110
011	10	0001 0100	1	01	1101 0010
011	10	0001 0100	0	01	1101 0010
101	00	0011 0100	1	00	0001 0010
101	00	0011 0100	0	00	0001 0010
111	00	0011 0011	1	00	0110 1010
111	00	0011 0011	0	00	0110 1010
000	00	0101 1111	1	00	1011 0110
000	00	0101 1111	0	00	1011 0110
110	00	1001 1100	1	00	1101 0100
110	00	1001 1100	0	00	1101 0100
101	00	1000 0110	1	00	0001 0010
101	00	1000 0110	0	00	0001 0010
100	00	1010 0000	1	00	1110 1011
100	00	1010 0000	0	00	1110 1011
001	00	1100 1011	1	00	1011 0110
001	00	1100 1011	0	00	1011 0110
011	01	1011 0111	1	10	1101 0010
011	01	1011 0111	0	10	1101 0010
100	01	0011 1110	1	10	1110 1011
100	01	0011 1110	0	10	1110 1011
000	01	1011 0101	1	10	1011 0110
000	01	1011 0101	0	10	1011 0110
000	10	1001 0011	1	01	0010 0011
000	10	1001 0011	0	01	0010 0011
001	00	1001 1001	1	00	1011 0110
001	00	1001 1001	0	00	1011 0110
101	00	0001 1101	1	00	0001 0010
101	00	0001 1101	0	00	0001 0010
110	00	0110 0010	1	00	1101 0100
110	00	0110 0010	0	00	1101 0100
110	01	1010 1000	1	10	1101 0100
110	01	1010 1000	0	10	1101 0100
010	00	0111 1100	1	00	1101 0001
010	00	0111 1100	0	00	1101 0001
000	00	1001 0110	1	00	0010 0011
000	00	1001 0110	0	00	0010 0011
111	00	0011 1001	1	00	0110 1010
111	00	0011 1001	0	00	0110 1010
010	00	1101 0001	1	00	1101 0001
010	00	1101 0001	0	00	1101 0001
100	00	1101 1011	1	00	1110 1011
100	00	1101 1011	0	00	1110 1011
000	01	0001 0000	1	01	0011 0011
000	01	0001 0000	0	01	0011 0011
111	00	1010 1111	1	00	0110 1010
111	00	1010 1111	0	00	0110 1010
101	10	1110 0110	1	11	0001 0010
101	10	1110 0110	0	11	0001 0010
000	10	1011 0111	1	11	0011 0011
000	10	1011 0111	0	11	0011 0011
100	00	0010 0110	1	00	1110 1011
100	00	0010 0110	0	00	1110 1011
000	00	0110 0000	1	00	0011 0011
000	00	0110 0000	0	00	0011 0011
101	01	0001 0100	1	01	0010 0110
101	01	0001 0100	0	01	0010 0110
001	00	1101 0011	1	00	1011 0110
001	00	1101 0011	0	00	1011 0110
101	00	1110 0111	1	00	0010 0110
101	00	1110 0111	0	00	0010 0110
100	01	0100 1001	1	10	1110 1011
100	01	0100 1001	0	10	1110 1011
011	10	0001 1100	1	01	1011 0110
011	10	0001 1100	0	01	1011 0110
001	10	1111 1000	1	11	1011 0110
001	10	1111 1000	0	11	1011 0110
010	10	0001 0111	1	01	1011 1010
010	10	0001 0111	0	01	1011 1010
000	00	0000 1101	1	00	0011 0011
000	00	0000 1101	0	00	0011 0011
111	00	1001 0101	1	00	0110 1010
111	00	1001 0101	0	00	0110 1010
100	10	0011 0011	1	01	1011 1000
100	10	0011 0011	0	01	1011 1000
001	01	0110 1101	1	10	1011 0110
001	01	0110 1101	0	10	1011 0110
111	01	0011 0001	1	01	1001 1011
111	01	0011 0001	0	01	1001 1011
001	00	0010 0110	1	00	1011 0110
001	00	0010 0110	0	00	1011 0110
011	00	0001 0011	1	00	1011 0110
011	00	0001 0011	0	00	1011 0110
000	01	1101 0100	1	10	0011 0011
000	01	1101 0100	0	10	0011 0011
100	00	0110 0001	1	00	1011 1000
100	00	0110 0001	0	00	1011 1000
011	01	1100 1110	1	10	1011 0110
011	01	1100 1110	0	10	1011 0110
110	10	1110 1101	1	11	1101 0100
110	10	1110 1101	0	11	1101 0100
000	10	1010 1100	1	11	0011 0011
000	10	1010 1100	0	11	0011 0011
001	01	1010 1010	1	10	1011 0110
001	01	1010 1010	0	10	1011 0110
010	00	0001 1101	1	00	1011 1010
010	00	0001 1101	0	00	1011 1010
011	10	0001 1001	1	01	1001 1101
011	10	0001 1001	0	01	1001 1101
110	10	0000 0111	1	01	1100 1101
110	10	0000 0111	0	01	1100 1101
100	01	1011 1111	1	10	1011 1000
100	01	1011 1111	0	10	1011 1000
010	01	0111 1010	1	10	1011 1010
010	01	0111 1010	0	10	1011 1010
010	10	0011 0011	1	01	1000 0111
010	10	0011 0011	0	01	1000 0111
111	00	1110 1110	1	00	1001 1011
